   95.00    80.00    30.00    90.00   -80.00
   95.00    80.00    30.00    90.00    80.00
   15.00    10.00    15.00     0.00   -80.00
   15.00    10.00    15.00     0.00    80.00
   15.00    10.00    15.00    90.00   -80.00
   15.00    10.00    15.00    90.00    80.00
   15.00   180.00    15.00     0.00   -80.00
   15.00   180.00    15.00     0.00    80.00
   15.00   180.00    15.00    90.00   -80.00
   15.00   180.00    15.00    90.00    80.00
   95.00    10.00    15.00     0.00   -80.00
   95.00    10.00    15.00     0.00    80.00
   95.00    10.00    15.00    90.00   -80.00
   95.00    10.00    15.00    90.00    80.00
   95.00   180.00    15.00     0.00   -80.00
   95.00   180.00    15.00     0.00    80.00
   95.00   180.00    15.00    90.00   -80.00
   95.00   180.00    15.00    90.00    80.00
   15.00    10.00     5.00    45.00   -80.00
   15.00    10.00     5.00    45.00    80.00
   15.00    10.00    30.00    45.00   -80.00
   15.00    10.00    30.00    45.00    80.00
   15.00   180.00     5.00    45.00   -80.00
   15.00   180.00     5.00    45.00    80.00
   15.00   180.00    30.00    45.00   -80.00
   15.00   180.00    30.00    45.00    80.00
   95.00    10.00     5.00    45.00   -80.00
   95.00    10.00     5.00    45.00    80.00
   95.00    10.00    30.00    45.00   -80.00
   95.00    10.00    30.00    45.00    80.00
   95.00   180.00     5.00    45.00   -80.00
   95.00   180.00     5.00    45.00    80.00
   95.00   180.00    30.00    45.00   -80.00
   95.00   180.00    30.00    45.00    80.00
   15.00    10.00     5.00     0.00     0.00
   15.00    10.00     5.00    90.00     0.00
   15.00    10.00    30.00     0.00     0.00
   15.00    10.00    30.00    90.00     0.00
   15.00   180.00     5.00     0.00     0.00
   15.00   180.00     5.00    90.00     0.00
   15.00   180.00    30.00     0.00     0.00
   15.00   180.00    30.00    90.00     0.00
   95.00    10.00     5.00     0.00     0.00
   95.00    10.00     5.00    90.00     0.00
   95.00    10.00    30.00     0.00     0.00
   95.00    10.00    30.00    90.00     0.00
   95.00   180.00     5.00     0.00     0.00
   95.00   180.00     5.00    90.00     0.00
   95.00   180.00    30.00     0.00     0.00
   95.00   180.00    30.00    90.00     0.00
   55.00    80.00    15.00    45.00     0.00
   95.00    40.00    30.00    90.00   -40.00
   95.00    40.00    20.00    22.00   -20.00
   95.00    40.00    30.00    67.50   -30.00
   95.00    40.00    30.00    90.00  -160.00
   95.00    40.00    30.00    90.00   -50.00
   95.00    10.00    20.00    22.00   -20.00
   95.00    40.00    15.00    22.00   -30.00
   15.00    40.00    20.00    45.00   -30.00
   95.00    40.00    30.00    90.00   -60.00
   95.00    40.00    20.00    22.00   -10.00
   95.00    80.00    30.00    45.00   -10.00
   15.00    40.00    30.00    90.00   -50.00
   95.00    80.00    30.00    45.00    10.00
   15.00    40.00    20.00    22.00   -10.00
   95.00    40.00     5.00    90.00   -90.00
   95.00    80.00    30.00    22.00    40.00
   95.00    40.00    20.00     0.00    20.00
   15.00    80.00    30.00    22.00    40.00
   95.00    40.00    20.00     0.00    80.00
   35.00    40.00     5.00    22.00    80.00
   95.00    40.00     5.00    90.00  -140.00
   95.00    80.00    30.00     0.00   130.00
   75.00    40.00    30.00    67.50  -140.00
   15.00    40.00     5.00    90.00   -90.00
   35.00    40.00    30.00     0.00    20.00
   95.00    40.00    10.00    45.00    80.00
   95.00    40.00     5.00     0.00   -70.00
   95.00    80.00    30.00    45.00   -40.00
   95.00    40.00    20.00     0.00    50.00
   95.00    40.00    30.00    90.00  -140.00
   95.00    40.00    30.00    90.00     0.00
   95.00    40.00    30.00    45.00   -30.00
   95.00    40.00    20.00     0.00   -20.00
   15.00    40.00    10.00     0.00   -70.00
   15.00    80.00    30.00     0.00   130.00
   15.00    40.00     5.00    90.00  -140.00
   35.00    40.00    20.00    90.00     0.00
   95.00   120.00    30.00    45.00    30.00
   95.00    40.00    20.00     0.00   120.00
   95.00   120.00    30.00    22.00    90.00
   95.00    80.00    30.00    90.00   -20.00
   95.00    40.00     5.00     0.00  -100.00
   95.00    10.00     5.00    67.50  -160.00
   95.00    10.00    10.00    45.00  -160.00
   95.00    10.00    15.00    67.50  -150.00
   95.00    10.00     5.00    90.00  -150.00
   95.00    10.00     5.00     0.00  -140.00
   95.00    80.00     5.00     0.00     0.00
   95.00    10.00    20.00     0.00  -130.00
   95.00    10.00     5.00    45.00  -150.00
   95.00    40.00     5.00    22.00   120.00
   95.00    10.00    15.00     0.00  -150.00
   95.00    10.00    10.00    22.00  -140.00
   95.00   120.00    30.00    45.00   -20.00
   95.00    40.00    30.00     0.00  -100.00
   95.00   120.00    30.00     0.00   150.00
   95.00    80.00     5.00    90.00   -30.00
   95.00    10.00     5.00     0.00  -120.00
   95.00    80.00    30.00     0.00   160.00
   75.00    10.00    15.00    67.50  -160.00
   95.00    80.00    30.00    90.00    30.00
   95.00    10.00     5.00    67.50  -150.00
   95.00    40.00     5.00    90.00   -40.00
   95.00    40.00     5.00    45.00  -160.00
   95.00    10.00    10.00    90.00  -140.00
   95.00    80.00     5.00     0.00   130.00
   75.00    10.00     5.00    67.50  -160.00
   95.00    10.00     5.00    22.00  -130.00
   95.00    10.00     5.00    22.00  -150.00
   95.00    10.00    15.00    67.50  -160.00
   95.00    10.00    30.00    90.00  -150.00
   95.00    10.00    15.00    22.00  -120.00
   15.00   120.00    10.00    45.00    30.00
   95.00   120.00    30.00    22.00    60.00
   95.00    80.00    30.00    67.50     0.00
   95.00    10.00    10.00    22.00  -160.00
   95.00    10.00    30.00     0.00   120.00
   95.00    10.00    30.00     0.00    40.00
   95.00   120.00    30.00    90.00     0.00
   95.00    10.00    10.00     0.00  -140.00
   15.00    40.00    30.00     0.00   120.00
   15.00   120.00    20.00    22.00    90.00
   15.00    80.00    20.00    90.00   -20.00
   15.00   120.00    20.00     0.00   150.00
   55.00    80.00    10.00    22.00   160.00
   35.00    10.00     5.00     0.00  -130.00
   15.00   120.00    20.00    45.00   -20.00
   95.00    80.00     5.00     0.00   -40.00
   75.00    40.00    30.00     0.00   -20.00
   95.00   120.00     5.00    90.00   -60.00
   15.00    80.00    10.00    67.50  -160.00
   95.00    80.00    30.00    22.00   100.00
   15.00   120.00     5.00    67.50  -160.00
   15.00    40.00     5.00    90.00   160.00
   95.00   120.00     5.00     0.00    10.00
   15.00   120.00     5.00    90.00   -90.00
   95.00   120.00     5.00     0.00  -160.00
   95.00    40.00     5.00    45.00  -120.00
   95.00    10.00     5.00    67.50  -140.00
   95.00    10.00    10.00    45.00  -140.00
   15.00    40.00    30.00     0.00  -160.00
   15.00   120.00    30.00     0.00  -110.00
   95.00   120.00    30.00    22.00   120.00
   95.00   120.00    30.00    90.00    50.00
   15.00   120.00     5.00    90.00   160.00
   95.00    40.00    15.00    90.00  -140.00
   95.00    80.00     5.00    22.00  -160.00
   15.00    80.00    30.00    90.00   160.00
   15.00    40.00    30.00    90.00    60.00
   95.00    40.00     5.00     0.00     0.00
   95.00    80.00     5.00    90.00  -110.00
   15.00    80.00     5.00     0.00   -20.00
   15.00    80.00    30.00     0.00  -140.00
   95.00    40.00    15.00     0.00   160.00
   95.00    40.00    10.00    22.00   160.00
   15.00   120.00     5.00     0.00   -60.00
   95.00   180.00    30.00    45.00    40.00
   95.00    40.00    20.00     0.00   -50.00
   15.00   120.00     5.00    90.00    70.00
   95.00    80.00    30.00    90.00   -60.00
   35.00    40.00    30.00    90.00   110.00
   95.00   180.00    30.00    45.00   120.00
   55.00   180.00     5.00    45.00  -130.00
   15.00    40.00     5.00     0.00   160.00
   95.00    10.00     5.00    90.00  -130.00
   95.00    10.00    10.00    67.50  -130.00
   95.00    40.00    30.00     0.00   -50.00
   95.00    40.00    10.00     0.00   -50.00
   95.00   120.00     5.00     0.00   100.00
   95.00    40.00    30.00    90.00  -100.00
   95.00    80.00     5.00     0.00    40.00
   95.00    40.00    10.00     0.00   100.00
   75.00    40.00    15.00    45.00   -70.00
   95.00    80.00    30.00     0.00   -20.00
   95.00    10.00     5.00    90.00   -50.00
   95.00    10.00    30.00     0.00  -110.00
   75.00   120.00    15.00    67.50  -160.00
   95.00    40.00    10.00    67.50  -120.00
   95.00    10.00    20.00     0.00   -50.00
   95.00   120.00     5.00    90.00    10.00
   95.00    40.00    10.00     0.00  -100.00
   55.00    40.00     5.00    67.50  -160.00
   35.00   120.00     5.00     0.00  -160.00
   55.00    40.00     5.00    90.00   -80.00
   55.00    10.00     5.00    45.00    20.00
   95.00   120.00     5.00     0.00   160.00
   55.00    40.00    30.00    45.00   160.00
   35.00   120.00    30.00    90.00  -140.00
   95.00   120.00    30.00    22.00   -50.00
   55.00    80.00    30.00    90.00  -160.00
   75.00    10.00    30.00    67.50   -30.00
   95.00   120.00     5.00     0.00    50.00
   15.00   120.00    30.00    90.00   120.00
   95.00    40.00    20.00    22.00   -90.00
   95.00    40.00    15.00     0.00  -110.00
   95.00    40.00    10.00    22.00  -110.00
   95.00    40.00    30.00    45.00    20.00
   95.00    80.00    15.00    45.00    10.00
   95.00    40.00    30.00     0.00   100.00
   95.00    40.00    20.00    22.00   110.00
   95.00    10.00     5.00    45.00  -130.00
   95.00    10.00    10.00    90.00  -110.00
   95.00    10.00     5.00    90.00  -140.00
   95.00    10.00     5.00    90.00  -120.00
   95.00    10.00     5.00    45.00  -110.00
   75.00    10.00     5.00    22.00  -160.00
   95.00    10.00    20.00    22.00  -100.00
   95.00   120.00     5.00    67.50    70.00
   95.00   120.00     5.00    22.00   -30.00
   95.00    10.00    30.00    45.00    20.00
   15.00   120.00    30.00     0.00    10.00
   15.00   120.00    30.00    90.00   -50.00
   35.00    80.00     5.00    67.50   130.00
   95.00    80.00    10.00    67.50  -150.00
   55.00    10.00     5.00    45.00   140.00
   95.00    80.00     5.00    45.00   -60.00
   15.00    80.00     5.00    67.50    20.00
   15.00    40.00    30.00    45.00  -120.00
   35.00    80.00     5.00     0.00  -160.00
   75.00    40.00     5.00    90.00   140.00
   15.00   120.00    30.00    90.00    30.00
   15.00    40.00     5.00     0.00    40.00
   15.00    80.00     5.00     0.00   160.00
   95.00    80.00    30.00     0.00    20.00
   95.00    80.00    30.00    45.00    60.00
   55.00    40.00     5.00     0.00   -60.00
   55.00   120.00     5.00    45.00  -120.00
   95.00   120.00    30.00    90.00   100.00
   15.00   120.00     5.00     0.00    60.00
   95.00   120.00    30.00    90.00   -40.00
   95.00   120.00    30.00    22.00    10.00
   95.00    10.00    15.00    90.00  -100.00
   55.00    40.00    30.00    90.00   -50.00
   55.00    10.00     5.00    45.00   -60.00
   95.00    40.00     5.00     0.00  -120.00
   35.00   180.00     5.00    45.00   130.00
   55.00   180.00    30.00    67.50  -160.00
   95.00   120.00     5.00    90.00  -100.00
   95.00    40.00     5.00    67.50  -140.00
   95.00    40.00     5.00    90.00  -110.00
   15.00   180.00     5.00    45.00    40.00
   15.00   180.00     5.00    45.00   -30.00
   95.00    40.00    10.00    67.50  -150.00
   95.00    80.00     5.00    90.00    20.00
   95.00    40.00     5.00    90.00  -160.00
   95.00    80.00    15.00     0.00   160.00
   95.00    10.00     5.00    45.00  -160.00
   95.00    10.00     5.00    67.50  -130.00
   95.00    10.00     5.00    67.50  -110.00
   95.00    40.00    15.00    67.50   -80.00
   95.00    10.00    10.00    67.50  -100.00
   95.00    10.00    20.00    67.50  -130.00
   95.00    80.00    20.00    22.00   160.00
   95.00    40.00     5.00    67.50  -160.00
   95.00    40.00     5.00    45.00  -140.00
   95.00    10.00    30.00    90.00   -60.00
   95.00    40.00    15.00    22.00  -140.00
   95.00    40.00     5.00     0.00    60.00
   95.00    10.00     5.00     0.00    50.00
   95.00    40.00    20.00    22.00   160.00
   95.00    40.00    30.00     0.00   140.00
   95.00    40.00    30.00    22.00   140.00
   15.00   120.00    30.00    22.00  -160.00
   15.00   120.00     5.00    90.00   -10.00
   95.00    40.00     5.00    67.50   -10.00
   95.00    10.00     5.00    45.00  -120.00
   95.00    10.00     5.00    45.00   -90.00
   95.00    10.00    10.00     0.00  -110.00
   95.00    10.00    15.00    45.00  -100.00
   95.00    40.00     5.00    22.00    60.00
   35.00   120.00    30.00    67.50   160.00
   95.00   180.00    30.00    45.00   -30.00
   95.00   180.00     5.00     0.00   110.00
   35.00    40.00     5.00    90.00    50.00
   55.00    10.00    20.00     0.00   -20.00
   95.00    10.00     5.00     0.00   110.00
   95.00   180.00     5.00     0.00    50.00
   95.00    40.00    30.00     0.00    40.00
   15.00    80.00    30.00    90.00  -160.00
   55.00    40.00     5.00    90.00  -150.00
   75.00    40.00    10.00    90.00  -160.00
   55.00    10.00    10.00    90.00  -160.00
   75.00   180.00     5.00    67.50  -160.00
   55.00    10.00    20.00     0.00   160.00
   95.00    40.00    15.00    67.50  -110.00
   95.00    40.00     5.00    67.50  -100.00
   55.00    80.00     5.00    67.50  -140.00
   55.00    80.00    15.00    90.00   160.00
   55.00    10.00    30.00    90.00    20.00
   95.00    10.00     5.00    22.00  -120.00
   75.00    10.00    20.00     0.00  -110.00
   95.00    10.00     5.00    90.00  -100.00
   55.00    40.00     5.00     0.00    80.00
   55.00    40.00     5.00    22.00   100.00
   95.00   120.00    30.00    67.50  -160.00
   55.00    40.00    30.00    22.00   -10.00
   95.00    10.00     5.00    22.00  -100.00
   15.00    80.00    30.00     0.00   -20.00
   95.00    80.00     5.00    90.00  -150.00
   95.00   180.00     5.00    90.00   -50.00
   95.00   180.00     5.00    90.00    50.00
   95.00    10.00     5.00     0.00   -90.00
   15.00   120.00     5.00     0.00   120.00
   55.00    80.00    30.00    67.50   -30.00
   35.00    40.00    30.00    90.00  -160.00
   95.00    40.00     5.00     0.00   130.00
   35.00   180.00    30.00     0.00  -120.00
   95.00    10.00     5.00    22.00  -140.00
   95.00    10.00    15.00     0.00  -100.00
   95.00    10.00    20.00    22.00  -150.00
   95.00    40.00    15.00     0.00   -90.00
   95.00    40.00     5.00     0.00   -40.00
   55.00    10.00    30.00    90.00   140.00
   35.00    10.00     5.00    90.00   -40.00
   75.00    10.00     5.00    67.50  -140.00
   75.00    10.00     5.00    22.00  -140.00
   75.00    40.00    30.00    67.50   100.00
   15.00    40.00     5.00     0.00  -120.00
   55.00   120.00     5.00    90.00   160.00
   55.00    10.00     5.00    67.50  -160.00
   55.00    10.00     5.00    45.00  -140.00
   95.00   180.00    30.00    90.00    60.00
   35.00   180.00    30.00    90.00  -110.00
   75.00   180.00     5.00     0.00  -120.00
   35.00    40.00     5.00     0.00  -110.00
   35.00   180.00     5.00     0.00   -40.00
   95.00    40.00     5.00    22.00   -30.00
   95.00    40.00     5.00    45.00   -60.00
   95.00    40.00    30.00    22.00   -10.00
   15.00   120.00    30.00     0.00   -50.00
   95.00    80.00    20.00     0.00   110.00
   15.00    40.00     5.00    90.00   110.00
   95.00    80.00    30.00    22.00   -60.00
   15.00    40.00    30.00     0.00   -50.00
   15.00    40.00     5.00    90.00   -20.00
   95.00   120.00     5.00    90.00   -20.00
   15.00   180.00    30.00    90.00   110.00
   15.00    40.00    30.00     0.00    60.00
   15.00   120.00     5.00     0.00     0.00
   15.00   120.00    30.00    67.50  -100.00
   15.00   120.00     5.00     0.00  -120.00
   15.00   180.00    30.00     0.00    50.00
   15.00   180.00    30.00    90.00   -50.00
   15.00   180.00    30.00    90.00    40.00
   95.00    40.00    10.00    90.00  -100.00
   15.00   180.00    30.00     0.00   110.00
   15.00    80.00     5.00    45.00  -110.00
   15.00    80.00    30.00    90.00    20.00
   15.00    40.00    30.00    67.50   160.00
   15.00   120.00    30.00     0.00    60.00
   35.00   120.00     5.00    67.50   100.00
   95.00    10.00     5.00    90.00    40.00
   15.00   180.00    30.00     0.00   -50.00
   15.00    10.00    30.00    90.00  -110.00
   95.00    80.00    30.00    90.00  -160.00
   95.00   120.00    30.00    45.00   -80.00
   35.00   120.00     5.00    22.00   160.00
   95.00    40.00    30.00    22.00    60.00
   95.00   120.00     5.00    45.00  -140.00
   95.00   120.00     5.00     0.00   -50.00
   15.00    10.00    30.00    45.00    30.00
   95.00    80.00    20.00    22.00   -10.00
   15.00    80.00     5.00     0.00    30.00
   15.00    80.00     5.00    45.00   -40.00
   95.00    80.00    20.00     0.00    60.00
   95.00   180.00    30.00    22.00   140.00
   15.00    10.00    30.00    45.00   120.00
   95.00   120.00     5.00    45.00    30.00
   35.00    40.00    30.00     0.00  -110.00
   95.00    40.00    10.00     0.00    40.00
   15.00    80.00     5.00    90.00   160.00
   35.00    80.00    30.00    67.50   110.00
   15.00   180.00     5.00    90.00  -110.00
   35.00   180.00     5.00    90.00   -50.00
   35.00    10.00     5.00     0.00   -50.00
   35.00   180.00     5.00     0.00    40.00
   95.00    80.00    10.00    22.00   130.00
   15.00    80.00    30.00    22.00   160.00
   95.00   120.00     5.00    90.00   120.00
   95.00    10.00    30.00    90.00   110.00
   95.00   180.00     5.00    90.00   110.00
   55.00   180.00     5.00    90.00   160.00
   95.00    80.00    30.00    22.00  -110.00
   95.00    40.00    30.00    90.00   160.00
   35.00    40.00     5.00    90.00  -160.00
   15.00    10.00     5.00     0.00   110.00
   95.00    40.00    30.00    90.00    30.00
   75.00    40.00    20.00    90.00   -20.00
   75.00    40.00    30.00    90.00   -80.00
   75.00    80.00    15.00    90.00   -50.00
   95.00    10.00    30.00    90.00    40.00
   75.00    40.00     5.00     0.00   -20.00
   75.00    80.00    30.00    22.00    10.00
   55.00    10.00    30.00     0.00  -160.00
   75.00    10.00    20.00     0.00    30.00
   75.00    80.00     5.00     0.00   100.00
   95.00    40.00    20.00    90.00   -20.00
   55.00   180.00    15.00     0.00  -160.00
   75.00    40.00    15.00    90.00  -110.00
   95.00   120.00    15.00     0.00   130.00
   55.00    10.00    10.00    67.50  -160.00
   95.00    40.00    10.00    90.00  -130.00
   95.00    40.00    15.00    90.00  -120.00
   95.00    40.00    20.00    90.00  -150.00
   95.00   180.00     5.00    45.00    20.00
   55.00    10.00    30.00    22.00     0.00
   95.00    40.00    20.00     0.00  -110.00
   55.00   120.00     5.00    90.00  -160.00
   95.00    40.00    15.00    45.00  -150.00
   95.00    40.00    10.00    45.00  -110.00
   95.00    40.00    15.00    45.00  -100.00
   95.00    40.00    20.00    67.50  -130.00
   95.00    40.00    10.00     0.00  -160.00
   55.00    10.00    30.00    90.00   -40.00
   55.00    40.00    10.00     0.00   110.00
   95.00   180.00    15.00    67.50  -140.00
   95.00    80.00    10.00    67.50   -80.00
